Date,Nasdaq,DJIA,S&P500,nasdaq_ma5,nasdaq_ma20,nasdaq_ma60,nasdaq_ma120,nasdaq_ma200,dow_ma5,dow_ma20,dow_ma60,dow_ma120,dow_ma200,s_p_ma5,s_p_ma20,s_p_ma60,s_p_ma120,s_p_ma200
2018-01-31,7411.47998046875,26149.390625,2823.81005859375,7439.47998046875,7293.127954101563,6999.162467447916,6732.0594767252605,6518.085832519531,26335.05234375,25853.0181640625,24675.955078125,23562.05263671875,22648.676953125,2842.37802734375,2794.5035034179687,2686.32001546224,2596.7461873372395,2527.8885583496094
2018-02-01,7385.85986328125,26186.7109375,2821.97998046875,7434.419921875,7309.144458007812,7009.519466145834,6741.801057942708,6525.767780761718,26293.83671875,25916.2197265625,24720.08043619792,23598.24181315104,22676.994111328124,2838.9240234375,2799.949499511719,2690.222347005208,2599.944270833333,2530.287508544922
2018-02-02,7240.9501953125,25520.9609375,2762.1298828125,7381.45595703125,7317.296459960938,7017.094637044271,6750.004309082031,6532.6573828125,26074.68671875,25938.51123046875,24752.956119791663,23628.763818359374,22702.57646484375,2816.7759765625,2801.856494140625,2693.0723470052085,2602.617685953776,2532.4073083496096
2018-02-05,6967.52978515625,24345.75,2648.93994140625,7281.6599609375,7308.844946289062,7020.423803710937,6755.231807454427,6537.9111328125,25655.940625,25891.0052734375,24766.098111979165,23648.364143880208,22721.41166015625,2775.857958984375,2797.14599609375,2694.044014485677,2604.143518066406,2533.8728076171874
2018-02-06,7115.8798828125,24912.76953125,2695.139892578125,7224.33994140625,7306.76943359375,7025.869799804687,6761.755725097656,6543.937932128906,25423.11640625,25872.49375,24788.58828125,23672.645638020836,22743.236708984376,2750.399951171875,2794.5174926757813,2695.723347981771,2606.064599609375,2535.6050573730467
2018-02-07,7051.97998046875,24893.349609375,2681.659912109375,7152.43994140625,7301.189428710937,7030.901969401041,6767.6463094075525,6549.278732910157,25171.908203125,25847.87119140625,24812.4451171875,23696.54964192708,22763.88400390625,2721.969921875,2791.035986328125,2697.3406778971357,2607.8441813151044,2537.142607421875
2018-02-08,6777.16015625,23860.4609375,2581.0,7030.7,7282.3689453125,7031.338972981771,6772.273392740885,6553.037082519531,24706.658203125,25772.4376953125,24819.74928385417,23714.130729166667,22778.205712890624,2673.77392578125,2782.674487304688,2697.3190104166665,2609.102431233724,2538.1045568847658
2018-02-09,6874.490234375,24190.900390625,2619.550048828125,6957.4080078125,7265.504467773438,7033.287141927083,6777.756396484375,6557.283383789062,24440.64609375,25703.24619140625,24832.269303385416,23735.100651041663,22794.284765625,2645.257958984375,2775.2739868164062,2697.897509765625,2610.719097900391,2539.265057373047
2018-02-12,6981.9599609375,24601.26953125,2656.0,6960.29404296875,7251.549462890625,7037.355305989583,6784.163313802083,6561.948483886718,24491.75,25643.1501953125,24852.1326171875,23759.246647135416,22812.384462890623,2646.669970703125,2768.7619873046874,2699.1830078125,2612.6160135904947,2540.6012072753906
2018-02-13,7013.509765625,24640.44921875,2662.93994140625,6939.82001953125,7241.040454101562,7042.476969401042,6790.130228678386,6566.777983398438,24437.2859375,25585.5296875,24874.95211588541,23782.084635416668,22830.88416015625,2640.22998046875,2763.08798828125,2700.821671549479,2614.369596354167,2541.994907226562
2018-02-14,7143.6201171875,24893.490234375,2698.6298828125,6958.148046875,7233.307470703125,7048.315804036459,6797.340311686198,6572.038083496093,24437.3140625,25524.4216796875,24898.870963541667,23807.76297200521,22850.784306640624,2643.623974609375,2757.8914794921875,2702.7048380533856,2616.491178385417,2543.54640625
2018-02-15,7256.43017578125,25200.369140625,2731.199951171875,7054.00205078125,7231.326489257813,7056.209806315104,6805.549479166667,6577.843383789063,24705.295703125,25483.549609375,24929.573111979167,23836.237711588543,22872.03669921875,2673.66396484375,2754.5499755859373,2705.244002278646,2618.9264282226563,2545.2465563964843
2018-02-16,7239.47021484375,25219.380859375,2732.219970703125,7126.998046875,7226.481005859375,7063.689143880209,6813.664729817709,6583.677985839844,24910.991796875,25440.9326171875,24959.390625,23864.61863606771,22893.3441015625,2696.19794921875,2750.645971679688,2707.7453369140626,2621.3361775716144,2546.9670068359374
