Date,SHY,IEF,TLT
2018-08-13,83.2300033569336,102.33999633789062,120.41000366210938
2018-08-14,83.2300033569336,102.23999786376953,120.13999938964844
2018-08-15,83.2699966430664,102.48999786376953,120.83999633789062
2018-08-16,83.25,102.45999908447266,120.83000183105469
2018-08-17,83.27999877929688,102.5,120.9800033569336
2018-08-20,83.33000183105469,102.81999969482422,121.79000091552734
2018-08-21,83.30999755859375,102.68000030517578,121.37999725341797
2018-08-22,83.33000183105469,102.87000274658203,121.86000061035156
2018-08-23,83.31999969482422,102.86000061035156,122.05000305175781
2018-08-24,83.33000183105469,102.88999938964844,122.29000091552734
2018-08-27,83.30000305175781,102.66000366210938,121.58999633789062
2018-08-28,83.2699966430664,102.43000030517578,120.86000061035156
2018-08-29,83.26000213623047,102.4000015258789,121.0199966430664
2018-08-30,83.31999969482422,102.58999633789062,121.27999877929688
2018-08-31,83.33999633789062,102.61000061035156,121.0
2018-09-04,83.19000244140625,102.16999816894531,120.02999877929688
2018-09-05,83.19000244140625,102.16000366210938,119.70999908447266
2018-09-06,83.22000122070312,102.37000274658203,120.1500015258789
2018-09-07,83.12999725341797,101.91000366210938,119.12999725341797
2018-09-10,83.13999938964844,101.97000122070312,119.56999969482422
2018-09-11,83.08999633789062,101.5999984741211,118.66000366210938
2018-09-12,83.08999633789062,101.72000122070312,118.94000244140625
2018-09-13,83.0999984741211,101.70999908447266,119.12000274658203
2018-09-14,83.06999969482422,101.5199966430664,118.55000305175781
2018-09-17,83.05000305175781,101.54000091552734,118.55000305175781
2018-09-18,83.04000091552734,101.12000274658203,117.30999755859375
2018-09-19,83.0199966430664,100.94999694824219,116.61000061035156
2018-09-20,83.05000305175781,100.95999908447266,117.1500015258789
2018-09-21,83.02999877929688,101.0,117.0999984741211
2018-09-24,83.02999877929688,100.88999938964844,116.80000305175781
2018-09-25,83.04000091552734,100.79000091552734,116.68000030517578
2018-09-26,83.05000305175781,101.12000274658203,117.5
2018-09-27,83.05000305175781,101.12000274658203,117.58000183105469
2018-09-28,83.08999633789062,101.16999816894531,117.2699966430664
2018-10-01,82.93000030517578,100.70999908447266,116.1500015258789
2018-10-02,82.95999908447266,100.97000122070312,116.86000061035156
2018-10-03,82.91999816894531,100.22000122070312,114.83000183105469
2018-10-04,82.9000015258789,99.95999908447266,114.0199966430664
2018-10-05,82.88999938964844,99.72000122070312,113.04000091552734
2018-10-08,82.87000274658203,99.76000213623047,112.66000366210938
2018-10-09,82.9000015258789,99.94999694824219,113.80000305175781
2018-10-10,82.91999816894531,100.0,113.48999786376953
2018-10-11,82.94999694824219,100.41000366210938,114.87000274658203
2018-10-12,82.94999694824219,100.29000091552734,114.47000122070312
2018-10-15,82.9800033569336,100.3499984741211,114.41999816894531
2018-10-16,82.94999694824219,100.33999633789062,114.68000030517578
2018-10-17,82.94999694824219,100.05000305175781,114.0
2018-10-18,83.0,100.2300033569336,113.95999908447266
2018-10-19,82.94999694824219,100.11000061035156,113.70999908447266
2018-10-22,82.93000030517578,100.12999725341797,113.55999755859375
2018-10-23,82.9800033569336,100.38999938964844,113.91999816894531
2018-10-24,83.11000061035156,100.93000030517578,114.77999877929688
2018-10-25,83.08000183105469,100.69000244140625,114.30000305175781
2018-10-26,83.12999725341797,101.13999938964844,114.98999786376953
2018-10-29,83.16000366210938,101.12999725341797,114.7300033569336
2018-10-30,83.12000274658203,100.91000366210938,114.16000366210938
2018-10-31,83.08000183105469,100.66000366210938,113.58000183105469
2018-11-01,82.9800033569336,100.52999877929688,113.41000366210938
2018-11-02,82.87999725341797,99.97000122070312,112.0
2018-11-05,82.91000366210938,100.02999877929688,112.44000244140625
2018-11-06,82.88999938964844,99.91999816894531,112.37000274658203
2018-11-07,82.86000061035156,99.91999816894531,112.5199966430664
2018-11-08,82.8499984741211,99.77999877929688,112.51000213623047
2018-11-09,82.88999938964844,100.16999816894531,113.3499984741211
2018-11-12,82.94999694824219,100.47000122070312,114.08999633789062
2018-11-13,82.95999908447266,100.55000305175781,114.0199966430664
2018-11-14,83.0199966430664,100.76000213623047,114.08999633789062
2018-11-15,83.05999755859375,100.83000183105469,114.04000091552734
2018-11-16,83.12000274658203,101.13999938964844,114.69999694824219
2018-11-19,83.19000244140625,101.29000091552734,115.0199966430664
2018-11-20,83.16999816894531,101.2699966430664,115.05999755859375
2018-11-21,83.16999816894531,101.25,115.0199966430664
2018-11-23,83.1500015258789,101.30999755859375,115.13999938964844
2018-11-26,83.16000366210938,101.2300033569336,114.87999725341797
2018-11-27,83.16999816894531,101.33000183105469,115.01000213623047
2018-11-28,83.19999694824219,101.31999969482422,114.44999694824219
2018-11-29,83.22000122070312,101.58000183105469,114.9000015258789
2018-11-30,83.25,101.77999877929688,115.33000183105469
2018-12-03,83.04000091552734,101.79000091552734,115.87999725341797
